name,x1,y1,x2,y2,classname
0383.jpg,722,356,772,406,face_with_mask
0383.jpg,1021,233,1074,286,face_with_mask
0383.jpg,728,332,775,379,face_with_mask
0383.jpg,826,485,889,548,face_with_mask
0383.jpg,1043,125,1167,249,face_with_mask
0383.jpg,845,161,902,218,face_with_mask
0383.jpg,232,450,349,567,face_with_mask
0384.jpg,322,366,600,644,face_with_mask
0384.jpg,889,112,945,168,face_with_mask
0387.png,152,424,207,479,face_with_mask
0388.jpg,964,409,1018,463,face_with_mask
0388.jpg,417,307,470,360,face_with_mask
0388.jpg,141,213,192,264,face_with_mask
0388.jpg,387,66,483,162,face_with_mask
0389.jpg,84,100,314,330,face_with_mask
0390.jpg,873,566,970,663,face_with_mask
0390.jpg,880,532,948,600,face_with_mask
0391.jpg,368,81,637,350,face_with_mask
0391.jpg,18,502,76,560,face_with_mask
0391.jpg,394,595,466,667,face_with_mask
0394.jpg,449,80,526,157,face_with_mask
0394.jpg,275,189,356,270,face_with_mask
0394.jpg,270,283,334,347,face_with_mask
0394.jpg,10,135,137,262,face_with_mask
0395.jpg,233,274,373,414,face_with_mask
0396.jpg,398,258,459,319,face_with_mask
0396.jpg,33,309,303,579,face_with_mask
0398.jpg,418,55,465,102,face_with_mask
0400.jpg,488,155,535,202,face_with_mask
0400.jpg,584,96,684,196,face_with_mask
0400.jpg,238,134,330,226,face_with_mask
0401.jpg,441,106,564,229,face_with_mask
0402.jpg,684,130,779,225,face_with_mask
0402.jpg,724,277,779,332,face_with_mask
0402.jpg,185,167,271,253,face_with_mask
0403.jpg,815,224,947,356,face_with_mask
0403.jpg,406,386,894,874,face_with_mask
0403.jpg,339,303,463,427,face_with_mask
0404.jpg,382,152,463,233,face_with_mask
0404.jpg,516,227,596,307,face_with_mask
0404.jpg,514,430,586,502,face_with_mask
0404.jpg,532,142,568,178,face_with_mask
0406.jpg,383,61,464,142,face_with_mask
0406.jpg,116,220,240,344,face_with_mask
0406.jpg,267,112,317,162,face_with_mask
0406.jpg,111,92,192,173,face_with_mask
0407.jpg,276,119,333,176,face_with_mask
0407.jpg,178,34,285,141,face_with_mask
0411.jpg,473,123,593,243,face_with_mask
0411.jpg,253,140,384,271,face_with_mask
0412.jpg,426,536,508,618,face_with_mask
0412.jpg,445,156,555,266,face_with_mask
0416.jpg,716,189,763,236,face_with_mask
0416.jpg,621,138,691,208,face_with_mask
0416.jpg,550,387,606,443,face_with_mask
0416.jpg,493,148,553,208,face_with_mask
0416.jpg,484,315,570,401,face_with_mask
0417.jpg,351,693,443,785,face_with_mask
0423.jpg,301,32,469,200,face_with_mask
0424.jpg,442,126,505,189,face_with_mask
0424.jpg,271,148,335,212,face_with_mask
0424.jpg,10,298,60,348,face_with_mask
0424.jpg,200,173,286,259,face_with_mask
0426.jpg,352,301,399,348,face_with_mask
0427.jpg,109,285,186,362,face_with_mask
0428.jpg,616,320,663,367,face_with_mask
0428.jpg,486,124,599,237,face_with_mask
0428.jpg,10,257,92,339,face_with_mask
0428.jpg,690,187,763,260,face_with_mask
0428.jpg,45,137,111,203,face_with_mask
0429.jpg,182,47,260,125,face_with_mask
0430.jpg,15,213,83,281,face_with_mask
0433.jpg,3396,1427,3458,1489,face_with_mask
0433.jpg,3224,1324,3306,1406,face_with_mask
0433.jpg,794,2116,874,2196,face_with_mask
0433.jpg,1571,2151,1674,2254,face_with_mask
0433.jpg,1639,1270,1792,1423,face_with_mask
0433.jpg,1667,966,1753,1052,face_with_mask
0433.jpg,1733,970,1814,1051,face_with_mask
0433.jpg,2392,1159,2570,1337,face_with_mask
0434.jpg,9,155,69,215,face_with_mask
0434.jpg,219,534,263,578,face_with_mask
0434.jpg,298,655,379,736,face_with_mask
0434.jpg,6,72,69,135,face_with_mask
0437.jpg,172,62,238,128,face_with_mask
0437.jpg,258,55,318,115,face_with_mask
0441.jpg,218,99,286,167,face_with_mask
0444.jpg,740,439,787,486,face_with_mask
0444.jpg,67,216,111,260,face_with_mask
0444.jpg,231,218,273,260,face_with_mask
0445.jpg,856,469,914,527,face_with_mask
0445.jpg,14,700,62,748,face_with_mask
0445.jpg,2,589,52,639,face_with_mask
0445.jpg,493,601,547,655,face_with_mask
0445.jpg,562,478,612,528,face_with_mask
0445.jpg,434,687,484,737,face_with_mask
0445.jpg,833,297,897,361,face_with_mask
0445.jpg,107,616,210,719,face_with_mask
0445.jpg,372,677,436,741,face_with_mask
0445.jpg,601,501,803,703,face_with_mask
0445.jpg,573,314,623,364,face_with_mask
0445.jpg,294,736,349,791,face_with_mask
0445.jpg,1285,513,1332,560,face_with_mask
0445.jpg,153,507,205,559,face_with_mask
0445.jpg,52,779,98,825,face_with_mask
0445.jpg,1336,510,1386,560,face_with_mask
0445.jpg,944,517,1001,574,face_with_mask
0445.jpg,667,269,717,319,face_with_mask
0445.jpg,430,348,480,398,face_with_mask
0445.jpg,638,366,688,416,face_with_mask
0446.jpg,255,160,310,215,face_with_mask
0447.jpg,132,104,456,428,face_with_mask
0448.jpg,71,160,317,406,face_with_mask
0449.jpg,1148,1195,1195,1242,face_with_mask
0449.jpg,1009,973,1077,1041,face_with_mask
0449.jpg,1173,598,1252,677,face_no_mask
0449.jpg,335,872,421,958,face_no_mask
0449.jpg,577,995,637,1055,face_with_mask
0449.jpg,1530,1163,1580,1213,face_with_mask
0449.jpg,331,1047,412,1128,face_with_mask
0449.jpg,1347,1523,1426,1602,face_with_mask
0450.jpg,1400,133,1455,188,face_with_mask
0450.jpg,699,1380,759,1440,face_with_mask
0450.jpg,1298,1429,1348,1479,face_with_mask
0452.jpg,924,60,985,121,face_with_mask
0452.jpg,448,249,514,315,face_with_mask
0452.jpg,408,220,478,290,face_with_mask
0452.jpg,6,132,56,182,face_with_mask
0453.jpg,182,136,572,526,face_with_mask
0454.jpg,229,445,466,682,face_with_mask
0455.jpg,332,36,376,80,face_with_mask
0456.jpg,154,143,624,613,face_with_mask
0456.jpg,43,916,96,969,face_with_mask
0457.jpg,300,132,342,174,face_with_mask
0457.jpg,439,616,496,673,face_with_mask
0458.jpg,392,91,787,486,face_with_mask
0459.jpg,213,121,517,425,face_with_mask
0460.jpg,209,124,246,161,face_with_mask
0461.jpg,310,459,414,563,face_with_mask
0461.jpg,698,298,793,393,face_with_mask
0461.jpg,356,318,406,368,face_with_mask
0463.jpg,142,80,192,130,face_with_mask
0464.jpg,848,720,905,777,face_with_mask
0464.jpg,803,510,995,702,face_with_mask
0464.jpg,372,1072,411,1111,face_with_mask
0464.jpg,1246,1021,1385,1160,face_with_mask
0464.jpg,830,679,933,782,face_with_mask
0464.jpg,1420,400,1670,650,face_with_mask
0464.jpg,275,1354,424,1503,face_with_mask
0466.jpg,182,132,367,317,face_with_mask
0470.jpg,249,242,662,655,face_with_mask
0470.jpg,129,400,297,568,face_with_mask
0471.jpg,189,353,242,406,face_with_mask
0472.jpg,365,125,545,305,face_with_mask
0473.png,220,37,432,249,face_with_mask
0475.jpg,546,54,708,216,face_with_mask
0475.jpg,208,215,397,404,face_with_mask
0476.jpg,173,97,412,336,face_with_mask
0477.jpg,52,265,505,718,face_with_mask
0478.jpg,170,230,634,694,face_with_mask
0479.jpg,597,149,959,511,face_with_mask
0479.jpg,263,403,508,648,face_with_mask
0480.jpg,528,196,578,246,face_with_mask
0480.jpg,397,259,465,327,face_with_mask
0480.jpg,292,101,352,161,face_with_mask
0481.jpg,660,271,719,330,face_with_mask
0481.jpg,457,75,761,379,face_with_mask
0482.jpg,157,351,287,481,face_with_mask
0485.jpg,634,4,700,70,face_with_mask
0485.jpg,534,459,762,687,face_with_mask
0485.jpg,815,396,905,486,face_with_mask
0485.jpg,104,15,190,101,face_with_mask
0488.jpg,44,796,130,882,face_with_mask
0490.jpg,447,126,780,459,face_with_mask
0492.jpg,133,185,202,254,face_with_mask
0492.jpg,134,93,213,172,face_with_mask
0492.jpg,243,97,309,163,face_with_mask
0492.jpg,299,127,340,168,face_with_mask
0493.jpg,298,355,1341,1398,face_with_mask
0493.jpg,1292,731,1478,917,face_with_mask
0495.jpg,338,164,381,207,face_with_mask
0496.jpg,199,376,251,428,face_with_mask
0496.jpg,201,181,355,335,face_with_mask
0497.jpg,349,164,411,226,face_with_mask
0497.jpg,231,73,317,159,face_with_mask
0504.jpg,248,53,316,121,face_with_mask
0504.jpg,629,260,684,315,face_with_mask
0504.jpg,61,225,121,285,face_with_mask
0505.jpg,169,97,330,258,face_with_mask
0507.jpg,186,72,357,243,face_with_mask
0507.jpg,403,211,725,533,face_with_mask
0508.jpg,450,476,501,527,face_with_mask
0508.jpg,807,11,859,63,face_with_mask
0508.jpg,594,255,719,380,face_with_mask
0508.jpg,728,137,869,278,face_with_mask
0510.jpg,492,64,702,274,face_with_mask
0511.jpg,141,186,406,451,face_with_mask
0511.jpg,461,193,708,440,face_with_mask
0513.jpg,98,216,542,660,face_with_mask
0513.jpg,638,257,715,334,face_with_mask
0514.png,155,172,239,256,face_with_mask
0516.jpg,144,279,429,564,face_with_mask
0516.jpg,785,306,1068,589,face_with_mask
0518.jpg,927,326,987,386,face_with_mask
0518.jpg,41,111,114,184,face_with_mask
0518.jpg,280,79,458,257,face_with_mask
0519.jpg,347,48,655,356,face_with_mask
0520.jpg,262,121,442,301,face_with_mask
0521.jpg,479,214,673,408,face_with_mask
0522.jpg,265,222,522,479,face_with_mask
0524.jpg,311,230,595,514,face_with_mask
0526.jpg,187,478,1002,1293,face_with_mask
0526.jpg,608,1731,672,1795,face_with_mask
0526.jpg,333,1734,424,1825,face_with_mask
0527.jpg,305,510,365,570,face_with_mask
0527.jpg,215,94,399,278,face_with_mask
0530.jpg,441,75,520,154,face_with_mask
0531.jpg,334,170,688,524,face_with_mask
0532.jpg,1797,985,3327,2515,face_with_mask
0532.jpg,454,619,2321,2486,face_with_mask
0532.jpg,77,3974,997,4894,face_with_mask
0533.jpg,471,334,524,387,face_with_mask
0533.jpg,305,175,384,254,face_with_mask
0533.jpg,424,173,513,262,face_with_mask
0533.jpg,602,119,696,213,face_with_mask
0533.jpg,78,124,182,228,face_with_mask
0533.jpg,508,51,594,137,face_with_mask
0533.jpg,394,55,838,499,face_with_mask
0533.jpg,518,359,578,419,face_with_mask
0533.jpg,831,81,965,215,face_with_mask
0535.jpg,506,603,592,689,face_with_mask
0535.jpg,1130,648,1183,701,face_with_mask
0537.jpg,526,17,612,103,face_with_mask
0537.jpg,402,94,568,260,face_with_mask
0539.jpg,151,398,237,484,face_with_mask
0540.jpg,319,67,412,160,face_with_mask
0540.jpg,67,123,136,192,face_with_mask
0540.jpg,553,137,627,211,face_with_mask
0540.jpg,477,124,551,198,face_with_mask
0542.jpg,220,181,268,229,face_with_mask
0542.jpg,146,270,201,325,face_with_mask
0542.jpg,591,172,861,442,face_with_mask
0542.jpg,290,241,350,301,face_with_mask
0543.jpg,1377,897,1480,1000,face_with_mask
0543.jpg,645,803,699,857,face_with_mask
0543.jpg,1286,1334,1413,1461,face_with_mask
0547.jpg,741,551,799,609,face_with_mask
0547.jpg,226,61,276,111,face_with_mask
0547.jpg,577,66,645,134,face_with_mask
0548.jpg,423,233,534,344,face_with_mask
0548.jpg,407,471,463,527,face_with_mask
0549.jpg,178,275,571,668,face_with_mask
0550.jpg,632,422,766,556,face_with_mask
0550.jpg,437,304,567,434,face_with_mask
0550.jpg,522,184,907,569,face_with_mask
0551.jpg,391,242,625,476,face_with_mask
0552.jpg,544,328,648,432,face_with_mask
0552.jpg,526,36,740,250,face_with_mask
0552.jpg,485,111,718,344,face_with_mask
0553.jpg,254,0,624,370,face_with_mask
0554.jpg,442,81,502,141,face_with_mask
0555.jpg,503,20,873,390,face_with_mask
0555.jpg,319,727,383,791,face_no_mask
0559.jpg,494,470,580,556,face_with_mask
0561.jpg,432,302,476,346,face_with_mask
0561.jpg,189,96,596,503,face_with_mask
0562.jpg,208,142,312,246,face_with_mask
0563.jpg,389,288,508,407,face_with_mask
0563.jpg,40,348,410,718,face_with_mask
0563.jpg,512,786,589,863,face_with_mask
0564.jpg,350,64,451,165,face_with_mask
0564.jpg,27,75,123,171,face_with_mask
0564.jpg,167,90,274,197,face_with_mask
0564.jpg,577,83,669,175,face_with_mask
0565.jpg,304,166,382,244,face_with_mask
0568.jpg,193,115,784,706,face_with_mask
0569.jpg,29,159,392,522,face_with_mask
0571.jpg,372,194,649,471,face_with_mask
0572.jpg,89,367,563,841,face_with_mask
0573.jpg,778,365,835,422,face_with_mask
0573.jpg,624,322,776,474,face_with_mask
0574.jpg,1663,1791,1727,1855,face_with_mask
0574.jpg,4102,1480,4185,1563,face_with_mask
0574.jpg,2609,1778,3376,2545,face_with_mask
0574.jpg,2216,2671,2258,2713,face_with_mask
0574.jpg,4125,1632,4207,1714,face_with_mask
0574.jpg,4372,1370,4424,1422,face_with_mask
0574.jpg,3143,1886,3292,2035,face_with_mask
0574.jpg,2443,2160,2602,2319,face_with_mask
0575.jpg,294,124,395,225,face_with_mask
0576.jpg,360,906,470,1016,face_with_mask
0577.jpg,72,168,430,526,face_with_mask
0578.jpg,561,579,629,647,face_with_mask
0578.jpg,1,42,87,128,face_with_mask
0581.jpg,273,203,345,275,face_with_mask
0583.jpg,1905,760,1955,810,face_with_mask
0583.jpg,1247,1438,1925,2116,face_with_mask
0584.jpg,205,186,329,310,face_with_mask
0585.jpg,366,184,579,397,face_with_mask
0585.jpg,549,257,659,367,face_with_mask
0586.jpg,198,134,326,262,face_with_mask
0586.jpg,833,535,920,622,face_with_mask
0586.jpg,717,158,787,228,face_with_mask
0587.jpg,522,56,649,183,face_with_mask
0587.jpg,257,270,398,411,face_with_mask
0588.jpg,372,188,576,392,face_with_mask
0590.jpg,558,140,614,196,face_with_mask
0591.jpg,867,90,920,143,face_with_mask
0592.jpg,513,75,901,463,face_with_mask
0595.jpg,349,154,545,350,face_with_mask
0595.jpg,244,234,297,287,face_with_mask
0595.jpg,293,575,410,692,face_with_mask
0596.jpg,55,183,269,397,face_with_mask
0597.jpg,563,111,914,462,face_with_mask
0597.jpg,334,229,466,361,face_with_mask
0597.jpg,336,200,532,396,face_with_mask
0601.jpg,737,27,814,104,face_with_mask
0601.jpg,98,421,239,562,face_with_mask
0602.jpg,651,541,723,613,face_with_mask
0603.jpg,817,197,907,287,face_with_mask
0603.jpg,669,339,748,418,face_with_mask
0604.jpg,518,585,566,633,face_with_mask
0604.jpg,511,614,571,674,face_with_mask
0604.jpg,457,131,525,199,face_with_mask
0604.jpg,865,46,927,108,face_with_mask
0605.jpg,896,240,941,285,face_with_mask
0605.jpg,680,151,740,211,face_with_mask
0605.jpg,490,140,559,209,face_with_mask
0605.jpg,382,87,432,137,face_with_mask
0606.jpg,154,308,220,374,face_with_mask
0606.jpg,34,130,157,253,face_with_mask
0608.jpg,617,405,655,443,face_with_mask
0608.jpg,628,519,692,583,face_with_mask
0608.jpg,554,835,602,883,face_with_mask
0608.jpg,150,325,192,367,face_with_mask
0608.jpg,492,824,573,905,face_with_mask
0608.jpg,632,468,676,512,face_with_mask
0608.jpg,39,334,96,391,face_with_mask
0608.jpg,546,325,618,397,face_with_mask
0609.jpg,597,165,653,221,face_with_mask
0609.jpg,284,159,346,221,face_with_mask
0609.jpg,602,473,651,522,face_with_mask
0610.jpg,181,84,241,144,face_with_mask
0610.jpg,894,427,946,479,face_with_mask
0610.jpg,233,52,285,104,face_with_mask
0611.jpg,750,7,812,69,face_with_mask
0611.jpg,616,392,666,442,face_with_mask
0611.jpg,657,390,729,462,face_with_mask
0613.jpg,414,134,464,184,face_with_mask
0613.jpg,662,338,712,388,face_with_mask
0613.jpg,8,216,58,266,face_with_mask
0613.jpg,349,215,402,268,face_with_mask
0614.jpg,200,433,289,522,face_with_mask
0615.jpg,206,131,287,212,face_with_mask
0615.jpg,646,181,725,260,face_with_mask
0616.jpg,218,818,271,871,face_with_mask
0616.jpg,417,336,674,593,face_with_mask
0617.jpg,886,510,1010,634,face_with_mask
0618.jpg,272,50,745,523,face_with_mask
0620.jpg,287,569,340,622,face_with_mask
0620.jpg,401,295,509,403,face_with_mask
0620.jpg,495,445,599,549,face_with_mask
0620.jpg,70,488,178,596,face_with_mask
0621.jpg,181,333,238,390,face_with_mask
0621.jpg,224,305,354,435,face_with_mask
0621.jpg,536,200,844,508,face_with_mask
0622.jpg,418,309,460,351,face_with_mask
0622.jpg,732,404,786,458,face_with_mask
0622.jpg,538,255,591,308,face_with_mask
0622.jpg,844,390,902,448,face_with_mask
0623.jpg,284,186,363,265,face_with_mask
0623.jpg,655,229,742,316,face_with_mask
0623.jpg,764,244,851,331,face_with_mask
0623.jpg,226,281,331,386,face_with_mask
0623.jpg,743,308,860,425,face_with_mask
0623.jpg,140,244,244,348,face_with_mask
0623.jpg,439,265,523,349,face_with_mask
0623.jpg,516,231,647,362,face_with_mask
0624.jpg,52,546,92,586,face_with_mask
0624.jpg,58,527,104,573,face_with_mask
0624.jpg,213,809,269,865,face_with_mask
0624.jpg,37,438,205,606,face_with_mask
0624.jpg,290,456,367,533,face_with_mask
0626.jpg,364,203,689,528,face_with_mask
0627.jpg,333,184,385,236,face_with_mask
0627.jpg,346,543,413,610,face_with_mask
0627.jpg,330,205,380,255,face_with_mask
0627.jpg,133,450,208,525,face_with_mask
0628.jpg,807,65,893,151,face_with_mask
0628.jpg,299,17,448,166,face_with_mask
0629.jpg,934,107,996,169,face_with_mask
0629.jpg,60,534,210,684,face_with_mask
0630.jpg,172,821,239,888,face_with_mask
0630.jpg,45,164,218,337,face_with_mask
0630.jpg,26,42,237,253,face_with_mask
0632.jpg,377,144,442,209,face_with_mask
0633.jpg,650,337,756,443,face_with_mask
0633.jpg,168,24,786,642,face_with_mask
0634.jpg,110,190,737,817,face_with_mask
0638.jpg,374,223,588,437,face_with_mask
0639.jpg,170,82,294,206,face_with_mask
0640.jpg,295,769,343,817,face_with_mask
0640.jpg,319,306,376,363,face_with_mask
0640.jpg,351,139,451,239,face_with_mask
0640.jpg,9,90,86,167,face_with_mask
0641.jpg,938,33,993,88,face_with_mask
0641.jpg,574,28,981,435,face_with_mask
0642.jpg,240,232,283,275,face_with_mask
0642.jpg,156,200,245,289,face_with_mask
0643.jpg,140,437,672,969,face_with_mask
0643.jpg,474,542,524,592,face_with_mask
0643.jpg,366,561,422,617,face_with_mask
0644.jpg,593,303,645,355,face_with_mask
0644.jpg,711,552,753,594,face_with_mask
0645.jpg,314,191,387,264,face_with_mask
0645.jpg,949,256,1011,318,face_with_mask
0645.jpg,406,644,443,681,face_with_mask
0645.jpg,722,258,846,382,face_with_mask
0646.jpg,163,155,547,539,face_with_mask
0647.jpg,105,90,191,176,face_with_mask
0647.jpg,442,175,591,324,face_with_mask
0648.jpg,839,401,889,451,face_with_mask
0649.jpg,397,525,447,575,face_with_mask
0649.jpg,181,344,625,788,face_with_mask
0649.jpg,70,514,204,648,face_with_mask
0651.jpg,226,319,385,478,face_with_mask
0651.jpg,563,257,791,485,face_with_mask
0652.jpg,237,150,337,250,face_with_mask
0653.jpg,122,545,175,598,face_with_mask
0653.jpg,421,711,515,805,face_with_mask
0654.jpg,355,300,411,356,face_with_mask
0655.jpg,446,163,624,341,face_with_mask
0656.jpg,574,752,650,828,face_with_mask
0656.jpg,669,55,793,179,face_with_mask
0657.jpg,464,789,521,846,face_with_mask
0659.jpg,264,400,330,466,face_with_mask
0659.jpg,739,248,828,337,face_with_mask
0659.jpg,155,167,290,302,face_with_mask
0659.jpg,319,222,463,366,face_with_mask
0660.jpg,591,706,648,763,face_with_mask
0662.jpg,955,703,1015,763,face_with_mask
0662.jpg,361,308,532,479,face_with_mask
0662.jpg,688,54,735,101,face_with_mask
0662.jpg,885,562,962,639,face_with_mask
0662.jpg,308,382,385,459,face_with_mask
0663.jpg,333,65,398,130,face_with_mask
0663.jpg,921,488,974,541,face_with_mask
0664.jpg,193,379,240,426,face_with_mask
0666.jpg,469,362,526,419,face_with_mask
0666.jpg,634,234,880,480,face_with_mask
0667.jpg,472,359,526,413,face_with_mask
0667.jpg,394,478,480,564,face_with_mask
0667.jpg,400,448,452,500,face_with_mask
0669.jpg,280,200,650,570,face_with_mask
0670.jpg,508,198,578,268,face_with_mask
0670.jpg,285,196,463,374,face_with_mask
0670.jpg,119,344,204,429,face_with_mask
0670.jpg,715,348,759,392,face_with_mask
0670.jpg,777,170,853,246,face_with_mask
0670.jpg,242,563,292,613,face_with_mask
0672.jpg,378,180,431,233,face_with_mask
0672.jpg,572,493,649,570,face_with_mask
0672.jpg,578,118,754,294,face_with_mask
0672.jpg,562,56,612,106,face_with_mask
0672.jpg,635,805,705,875,face_no_mask
0673.jpg,80,164,143,227,face_with_mask
0675.jpg,129,204,293,368,face_with_mask
0675.jpg,371,174,616,419,face_with_mask
0675.jpg,718,257,887,426,face_no_mask
0676.jpg,155,429,215,489,face_with_mask
0676.jpg,339,248,416,325,face_with_mask
0676.jpg,430,313,546,429,face_with_mask
0676.jpg,650,45,793,188,face_with_mask
0676.jpg,686,161,1006,481,face_with_mask
0677.jpg,25,512,82,569,face_with_mask
0677.jpg,91,188,151,248,face_with_mask
0677.jpg,318,464,401,547,face_with_mask
0677.jpg,784,214,866,296,face_with_mask
0677.jpg,493,918,570,995,face_with_mask
0677.jpg,600,944,672,1016,face_with_mask
0678.jpg,581,103,618,140,face_with_mask
0679.jpg,122,495,172,545,face_no_mask
0679.jpg,627,249,714,336,face_with_mask
0680.jpg,628,171,885,428,face_with_mask
0681.jpg,429,74,533,178,face_with_mask
0681.jpg,704,90,812,198,face_with_mask
0682.jpg,385,95,489,199,face_with_mask
0682.jpg,308,52,404,148,face_with_mask
0682.jpg,97,72,219,194,face_with_mask
0682.jpg,540,102,607,169,face_with_mask
0683.jpg,252,129,290,167,face_with_mask
0684.jpg,92,178,191,277,face_with_mask
0685.jpg,206,125,258,177,face_with_mask
0686.jpg,361,100,414,153,face_with_mask
0687.jpg,527,115,806,394,face_with_mask
0688.jpg,258,91,396,229,face_with_mask
0688.jpg,258,187,414,343,face_with_mask
0689.jpg,489,155,534,200,face_with_mask
0689.jpg,70,301,167,398,face_with_mask
0690.jpg,185,869,240,924,face_with_mask
0691.jpg,538,342,652,456,face_with_mask
0692.jpg,329,94,484,249,face_with_mask
0693.jpg,348,154,653,459,face_with_mask
0694.jpg,106,262,160,316,face_with_mask
0696.jpg,132,153,389,410,face_with_mask
0697.jpg,379,412,431,464,face_with_mask
0698.jpg,618,820,663,865,face_with_mask
0698.jpg,204,155,592,543,face_with_mask
0700.jpg,26,304,76,354,face_with_mask
0700.jpg,91,63,144,116,face_with_mask
0704.jpg,940,78,990,128,face_with_mask
0704.jpg,462,50,578,166,face_with_mask
0706.jpg,372,186,423,237,face_with_mask
0706.jpg,37,344,492,799,face_with_mask
0707.jpg,404,218,456,270,face_with_mask
0708.jpg,563,807,623,867,face_with_mask
0708.jpg,531,299,603,371,face_with_mask
0709.jpg,125,145,167,187,face_with_mask
0709.jpg,89,289,238,438,face_with_mask
0709.jpg,312,100,415,203,face_with_mask
0710.jpg,127,665,187,725,face_with_mask
0710.jpg,312,645,415,748,face_with_mask
0710.jpg,547,316,619,388,face_with_mask
0712.jpg,430,237,511,318,face_with_mask
0713.jpg,602,199,659,256,face_with_mask
0713.jpg,92,203,145,256,face_with_mask
0716.jpg,360,301,467,408,face_with_mask
0716.jpg,144,620,204,680,face_with_mask
0717.jpg,18,124,109,215,face_with_mask
0718.jpg,469,116,522,169,face_with_mask
0718.jpg,263,69,378,184,face_with_mask
0719.jpg,417,150,558,291,face_with_mask
0721.jpg,342,597,402,657,face_with_mask
0722.jpg,262,743,348,829,face_with_mask
0722.jpg,457,485,573,601,face_with_mask
0722.jpg,388,50,497,159,face_with_mask
0724.jpg,217,232,289,304,face_with_mask
0724.jpg,650,93,877,320,face_with_mask
0724.jpg,565,118,610,163,face_with_mask
0726.jpg,316,487,419,590,face_with_mask
0727.jpg,320,515,384,579,face_with_mask
0727.jpg,627,865,714,952,face_with_mask
0728.jpg,572,736,622,786,face_with_mask
0730.jpg,795,168,852,225,face_with_mask
0730.jpg,226,272,286,332,face_with_mask
0731.jpg,574,926,660,1012,face_with_mask
0732.jpg,553,147,613,207,face_with_mask
0733.jpg,114,271,717,874,face_with_mask
0733.jpg,186,502,234,550,face_with_mask
0734.jpg,343,202,434,293,face_with_mask
0735.jpg,568,660,632,724,face_with_mask
0735.jpg,339,539,420,620,face_with_mask
0739.jpg,625,631,675,681,face_with_mask
0739.jpg,825,76,885,136,face_with_mask
0739.jpg,642,146,694,198,face_with_mask
0739.jpg,606,30,738,162,face_with_mask
0739.jpg,642,165,692,215,face_with_mask
0739.jpg,641,112,691,162,face_with_mask
0740.jpg,332,190,563,421,face_with_mask
0740.jpg,237,55,287,105,face_with_mask
0741.jpg,156,365,233,442,face_with_mask
0742.jpg,598,278,797,477,face_with_mask
0745.jpg,338,260,405,327,face_with_mask
0745.jpg,289,887,342,940,face_with_mask
0745.jpg,502,677,651,826,face_with_mask
0745.jpg,577,906,634,963,face_with_mask
0746.jpg,106,267,186,347,face_with_mask
0746.jpg,297,404,607,714,face_with_mask
0748.jpg,511,579,608,676,face_with_mask
0748.jpg,221,128,370,277,face_with_mask
0749.jpg,818,317,866,365,face_with_mask
0749.jpg,792,802,861,871,face_with_mask
0750.jpg,392,121,462,191,face_with_mask
0753.jpg,159,872,228,941,face_with_mask
0753.jpg,271,873,339,941,face_with_mask
0753.jpg,262,217,319,274,face_with_mask
0755.jpg,424,110,510,196,face_with_mask
0756.jpg,621,249,728,356,face_with_mask
0757.jpg,480,86,552,158,face_with_mask
0757.jpg,7,324,84,401,face_with_mask
0757.jpg,405,101,477,173,face_with_mask
0757.jpg,270,164,368,262,face_with_mask
0757.jpg,61,426,158,523,face_with_mask
0758.jpg,192,367,250,425,face_with_mask
0759.jpg,128,467,178,517,face_with_mask
0761.jpg,234,214,430,410,face_with_mask
0762.jpg,600,90,696,186,face_with_mask
0764.jpg,167,206,346,385,face_with_mask
0764.jpg,706,385,756,435,face_with_mask
0765.jpg,696,340,810,454,face_with_mask
0765.jpg,764,188,888,312,face_with_mask
0765.jpg,387,287,549,449,face_with_mask
0765.jpg,831,355,891,415,face_with_mask
0766.jpg,341,698,401,758,face_with_mask
0769.jpg,132,371,378,617,face_with_mask
0769.jpg,447,558,539,650,face_with_mask
0769.jpg,540,462,740,662,face_with_mask
0770.jpg,203,255,270,322,face_with_mask
0770.jpg,211,226,581,596,face_with_mask
0771.jpg,471,610,523,662,face_with_mask
0772.jpg,300,343,335,378,face_with_mask
0773.jpg,654,310,800,456,face_with_mask
0775.jpg,840,260,897,317,face_with_mask
0776.jpg,5,261,65,321,face_with_mask
0776.jpg,298,92,348,142,face_with_mask
0776.jpg,754,567,812,625,face_with_mask
0777.jpg,358,357,458,457,face_with_mask
0779.jpg,188,208,628,648,face_with_mask
0779.jpg,157,965,213,1021,face_with_mask
0779.jpg,69,653,172,756,face_with_mask
0779.jpg,102,841,160,899,face_with_mask
0779.jpg,645,752,717,824,face_with_mask
0779.jpg,74,780,177,883,face_with_mask
0779.jpg,191,582,561,952,face_with_mask
0780.jpg,165,198,552,585,face_with_mask
0781.jpg,78,326,296,544,face_with_mask
0782.jpg,92,173,531,612,face_with_mask
0785.jpg,486,197,556,267,face_with_mask
0787.jpg,347,221,655,529,face_with_mask
0788.jpg,357,479,407,529,face_with_mask
0788.jpg,445,235,493,283,face_with_mask
0788.jpg,344,200,394,250,face_with_mask
0789.jpg,318,481,376,539,face_with_mask
0790.jpg,53,319,125,391,face_with_mask
0791.jpg,474,37,813,376,face_with_mask
0793.jpg,748,222,808,282,face_with_mask
0793.jpg,669,60,720,111,face_with_mask
0794.jpg,619,251,713,345,face_with_mask
0795.jpg,459,503,523,567,face_with_mask
